"UNITID","OPEFLAG","SECTOR","DEGGRANT","HBCU","HOSPITAL","CARNEGIE","PSET4FLG","PEO1ISTR","PEO2ISTR","PEO3ISTR","PEO4ISTR","RELAFFIL","LEVEL7","LEVEL8","LEVEL17","LEVEL18","LEVEL19","OPENADMP","CREDITS1","CREDITS2","CREDITS3","CREDITS4","SLO5","SLO6","STUSRV1","STUSRV2","STUSRV3","STUSRV4","STUSRV8","ATHASSOC","SPORT1","CONFNO1","SPORT2","CONFNO2","SPORT3","CONFNO3","SPORT4","CONFNO4","APPLFEEU","ROOM","ROOMCAP","BOARD","RMBRDAMT","ALLONCAM","TUITPL","TUITPL1","TUITPL2","TUITPL3","TUITPL4","DISTCRS","LIBRES1","LIBRES2","LIBRES3","LIBRES4","LIBRES5","LIBRES6","LIBRES9","DISAB","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","chg2ay2","chg2at2","chg2af2","chg2ay3","chg2at3","chg2af3","chg3ay2","chg3at2","chg3af2","chg3ay3","chg3at3","chg3af3","RMINSTTP","RMOUSTTP","RMFRGNCP","DVEF13","DVEF14","DVEF15","ENRTOT","EFUG","EFUG1ST","EFUGTRN","EFUGCNT","PCUENRAN","PCUENRAP","PCUENRBK","PCUENRHS","PCUENRWH","PCUENR2M","PCUENRUN","PCUENRNR","PCUENRW","EFUGFT","EFUGPT","PCUENRNH","PCUENRAS","PCUDEEXC","PCUDESOM","PCUDENON","LPBOOKSP","LPMEDIAP","LEBOOKSP","LEDATABP","LEMEDIAP","LSALWAGP","LFRNGBNP","LEXMSBBP","LEXMSCSP","LEXMSOTP","LEXOMTLP","LEXPTOTF","LPSERIAP","LESERIAP","F1CORREV","F3GVGCPC","F1TUFEPC","F1STAPPC","F1LCAPPC","F1GVGCPC","F1PGGCPC","F1INVRPC","F1OTRVPC","F1COREXP","F1INSTPC","F1RSRCPC","F1PBSVPC","F1ACSPPC","F1STSVPC","F1INSUPC","F1OTEXPC","F1SAFBPC","F1EQUITR","F1ENDMFT","F2CORREV","F2TUFEPC","F2GVGCPC","F2PGGCPC","F2INVRPC","F2OTRVPC","F2COREXP","F2INSTPC","F2RSRCPC","F2PBSVPC","F2ACSPPC","F2STSVPC","F2INSUPC","F2OTEXPC","Expr1155","F2ENDMFT","F2EQUITR","F2SAFBPC","F3CORREV","F3TUFEPC","F3SSEAPC","F3OTRVPC","F3TUFEFT","F3SSEAFT","F3OTRVFT","F3COREXP","F3INSTPC","F3OTEXPC","F3EQUITR","F3PGGCPC","F3INVRPC","F3RSRCPC","F3PBSVPC","F3ACSPPC","F3STSVPC","F3INSUPC","F3SAFBPC","F3SWINSP","F3SWRSRP","F3SWPBSP","F3SWACSP","F3SWSTSP","F3SWISPP","F3SWOTEP","F3SWCREP","F1SWCREP","F1SWINSP","F1SWRSRP","F1SWPBSP","F1SWACSP","F1SWSTSP","F1SWISPP","F1SWOTEP","F2SWCREP","F2SWINSP","F2SWRSRP","F2SWPBSP","F2SWACSP","F2SWSTSP","F2SWISPP","F2SWOTEP","SALTOTL","SalProf","SalAssc","SalAsst","SalInst","Sallect","SALNRNK","SFTETOTL","SFTEPSTC","SFTELCAI","CINSON","COTSON","CINSOFF","COTSOFF","TUFEYR2","TUFEYR3","PRCH_EF","IDX_EF","PRCH_F","IDX_F","PRCH_SFA","IDX_SFA"
192819,1,2,1,2,2,21,1,1,1,1,1,-2,1,0,0,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,1,129,1,118,1,118,1,118,50,1,3176,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,34550,560,650,34550,560,650,34550,560,650,33900,33250,650,35210,34550,660,33900,33250,650,35210,34550,660,44,53,3,6,88,6,6569,5616,1225,157,3926,0,3,4,9,73,2,6,2,58,4966,650,0,3,2,12,86,23,1,57,0,0,44,15,7,28,0,5,428,0,19,,,,,,,,,,,,,,,,,,,,,135157400.00,97,2,6,-8,3,146171085.00,49,1,1,11,23,15,0,49,9804,65,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,44,24,22,52,35,40,0,81895,114930,88407,78043,,65553,51545,973,348,10,52760,52760,51885,51885,33900,35210,-2,-2,-2,-2,-2,-2
192864,1,2,1,2,2,31,1,0,1,0,0,-2,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,60,1,732,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,28870,1420,965,28870,1420,965,28870,1420,965,28700,27360,1340,30290,28870,1420,28700,27360,1340,30290,28870,1420,25,67,4,,,,2069,2069,552,148,1327,1,4,10,16,58,1,6,5,77,1841,228,0,4,0,6,94,24,3,53,0,0,50,16,10,14,3,7,554,0,20,,,,,,,,,,,,,,,,,,,,,40764357.00,93,1,5,0,1,43290788.00,46,0,0,9,21,25,0,51,10215,57,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,58,,,51,41,42,,75595,92202,74963,65002,57942,,,385,178,48,54780,54780,54780,54780,28700,30290,-2,-2,-2,-2,-2,-2
192925,1,2,1,2,2,32,1,1,1,1,0,-2,1,1,0,1,0,2,1,1,1,0,1,0,1,1,1,1,0,1,2,-2,1,214,1,214,1,214,0,1,386,1,13080,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,27276,0,971,27276,0,971,27276,0,971,26252,26252,0,27276,27276,0,26252,26252,0,27276,27276,0,80,3,2,,,,2053,1394,340,191,751,2,3,16,7,66,0,6,0,69,1194,200,0,2,1,0,99,17,0,47,0,2,57,0,2,29,10,2,357,0,34,,,,,,,,,,,,,,,,,,,,,30088526.00,94,2,3,0,1,33103467.00,39,0,0,11,9,41,1,50,628,38,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,59,,,60,49,29,0,49478,70690,55363,41092,29100,,,341,163,51,42556,42556,38976,38976,26252,27276,-2,-2,-2,-2,-2,-2
192961,1,5,1,2,2,-3,1,0,1,-2,0,-2,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,0,0,2,2,-2,2,-2,2,-2,2,-2,60,2,,3,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,9825,2121,345,9825,2121,345,9825,2121,345,11680,8365,3315,12674,9758,2916,11680,8365,3315,12674,9758,2916,67,0,0,,,,126,126,3,29,94,0,2,17,2,78,0,0,0,91,9,117,0,2,0,0,100,46,4,2,0,0,55,0,2,42,1,0,1862,3,45,,,,,,,,,,,,,,,,,,,,,1891032.00,49,8,0,0,42,1697529.00,66,0,0,10,12,0,12,67,,100,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,67,,,85,37,,0,65141,65141,,,,,,18,11,3,,,29674,29674,11680,12674,-2,-2,-2,-2,-2,-2
193016,1,2,1,2,2,21,1,1,1,0,0,-2,1,1,0,1,0,2,1,1,1,0,1,1,0,1,1,1,0,1,2,-2,1,151,1,151,2,-2,40,1,743,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,17772,620,748,17772,620,748,17772,620,748,18076,17466,610,18392,17772,620,18076,17466,610,18392,17772,620,88,11,1,12,58,30,10099,7157,948,766,4572,0,4,22,36,28,2,6,1,67,5182,1975,0,4,9,26,65,43,1,44,0,0,52,15,2,22,0,9,284,0,13,,,,,,,,,,,,,,,,,,,,,134009383.00,98,4,1,-5,1,123119364.00,42,0,0,18,14,26,0,51,22486,75,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,55,,,50,46,21,,80459,98951,85022,74593,66300,,,857,401,272,36448,36448,31360,31360,18076,18392,-2,-2,-2,-2,-2,-2
193052,1,2,1,2,2,51,1,0,1,1,0,80,0,1,0,0,0,2,1,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,200,1,200,1,,2,1,0,0,1,0,2,1,1,1,1,0,0,0,1,9800,1510,,9800,1510,,9800,1510,,11010,9500,1510,11310,9800,1510,11010,9500,1510,11310,9800,1510,80,20,0,,,,358,281,5,56,220,0,0,0,0,100,0,0,0,0,281,0,0,0,0,0,100,8,68,0,24,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,4592992.00,43,25,32,0,0,4544870.00,58,0,0,29,2,10,0,26,2999,81,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,,,25,100,85,,17942,18309,,,17484,,,16,11,0,19210,19210,30300,30300,11010,11310,-2,-2,-2,-2,-2,-2
193061,1,2,1,2,2,51,1,0,1,0,0,-2,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,1,34,1,,1,1,0,0,1,0,2,1,1,0,1,1,0,0,1,8600,0,,8600,0,,8600,0,,8600,8600,0,8600,8600,0,8600,8600,0,8600,8600,0,25,75,0,,,,37,34,8,3,23,0,0,0,0,100,0,0,0,0,34,0,0,0,0,0,100,94,6,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,1266029.00,21,0,78,2,0,1197701.00,37,0,0,1,16,31,15,40,,74,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,,,0,0,8,0,30882,,,,30882,,,5,4,0,16625,16625,,,8600,8600,-2,-2,-2,-2,-2,-2
193070,1,2,1,2,2,51,1,0,1,0,0,80,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,1,146,1,,2,2,0,0,0,0,1,1,1,0,0,0,0,0,1,10750,0,,10750,0,,10750,0,,10250,10250,0,10750,10750,0,10250,10250,0,10750,10750,0,74,21,5,,,,73,56,19,0,37,0,0,0,0,100,0,0,0,0,56,0,0,0,5,0,95,100,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,6089905.00,15,3,50,31,0,3908317.00,57,0,0,16,10,18,0,72,,99,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,68,,,82,0,0,,33139,35520,33199,10800,,45718,,12,10,0,15750,15750,15750,15750,10250,10750,-2,-2,-2,-2,-2,-2
193201,1,6,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,25,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,9840,1365,410,9840,1365,410,9840,1365,410,11205,9840,1365,11205,9840,1365,11205,9840,1365,11205,9840,1365,99,1,0,,,,683,683,104,23,556,0,2,32,10,34,0,22,0,85,597,86,1,2,13,26,62,87,2,8,2,0,,,,,,,,0,0,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7564362.00,56,0,1,5580,25,97,6348518.00,31,0,84,0,0,0,0,5,29,36,47,47,,,29,41,37,,41,,,,,,,,,,,,,,,,,39135,,,,,,39135,55,22,15,,,24279,24279,11205,11205,-2,-2,1,193201,-2,-2
193247,1,2,1,2,2,51,1,0,1,1,0,80,1,0,1,0,0,2,1,0,1,0,0,0,1,1,0,1,0,2,2,-2,2,-2,2,-2,2,-2,0,1,100,1,,2,1,0,0,1,0,2,1,1,1,0,0,0,0,1,6980,0,,6980,0,,6980,0,,6650,6650,0,6980,6980,0,6650,6650,0,6980,6980,0,94,0,6,,,,185,130,36,6,88,0,0,0,0,92,0,0,8,0,130,0,0,0,0,0,100,87,0,0,0,13,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,4091972.00,26,0,74,0,0,4074454.00,34,0,15,0,11,40,0,36,,93,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,51,,0,,15,17,0,25059,20132,35304,25850,,19515,,30,18,0,17361,17361,22176,22176,6650,6980,-2,-2,-2,-2,-2,-2
193283,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,510,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4084,776,165,4084,776,165,8168,776,330,4616,3960,656,4860,4084,776,8576,7920,656,8944,8168,776,98,1,2,29,50,21,6625,6625,1218,312,2768,0,5,8,7,74,3,2,1,54,3412,3213,0,5,4,17,80,17,1,48,0,15,65,0,5,24,0,5,161,0,18,84259236.00,,15,17,3,36,0,0,29,67240036.00,33,0,1,7,7,14,39,58,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,64,,11,64,65,47,11,,,,,,,,,51945,66784,54296,48262,42896,,,544,205,89,17965,22049,16330,20414,4616,4860,-2,-2,-2,-2,-2,-2
193292,1,2,1,2,2,22,1,1,1,0,1,30,1,1,1,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,2,-2,1,151,1,151,1,151,40,1,279,2,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,2,28000,1100,925,28000,1100,925,28000,1100,925,28030,26980,1050,29100,28000,1100,28030,26980,1050,29100,28000,1100,92,7,0,0,78,22,5069,3598,565,412,2585,0,8,12,16,59,2,2,0,75,2906,692,0,7,0,3,97,13,0,70,0,0,36,12,2,17,1,31,677,0,17,,,,,,,,,,,,,,,,,,,,,102571336.00,96,1,4,-1,0,96445796.00,62,0,0,3,12,23,0,65,7375,48,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,57,,,36,53,35,,95387,119156,94362,81743,70842,,,732,368,19,48684,48684,49810,49810,28030,29100,-2,-2,-2,-2,-2,-2
193308,1,3,1,2,2,40,1,0,1,0,0,-2,1,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,35,1,1007,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,13560,900,565,13560,900,565,13560,900,565,14148,13248,900,14460,13560,900,14148,13248,900,14460,13560,900,78,12,9,,,,6823,5888,1128,2190,2458,0,2,45,37,3,0,2,11,63,4355,1533,0,2,10,13,77,92,2,6,0,0,50,10,3,5,31,1,78,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112801414.00,100,0,0,12174,0,0,101670886.00,38,0,46,0,0,0,0,3,33,26,53,53,,,74,54,27,,47,,,,,,,,,,,,,,,,,50479,,,,50479,,,715,300,5,29030,29030,22560,22560,14148,14460,-2,-2,-2,-2,-2,-2
193326,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,0,1,772,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4100,859,171,4100,859,171,8200,859,342,4554,3800,754,4959,4100,859,8354,7600,754,9059,8200,859,98,1,1,1,66,33,13587,13587,3007,980,8469,1,4,19,9,61,4,1,1,53,8214,5373,0,4,8,17,75,45,3,1,0,19,80,0,3,8,3,6,117,1,32,183934541.00,,15,20,13,28,1,0,23,167301075.00,43,0,0,15,14,19,10,71,67,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,45,,43,36,44,29,46,,,,,,,,,57109,77771,55868,50069,45610,49823,,1120,448,89,17359,21459,17359,21459,4554,4959,-2,-2,-2,-2,-2,-2
193353,1,2,1,2,2,21,1,0,1,1,1,30,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,0,0,1,2,-2,1,196,1,196,1,196,45,1,1161,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,28048,1000,935,28048,1000,935,28048,1000,935,28233,27233,1000,29048,28048,1000,28233,27233,1000,29048,28048,1000,83,17,0,3,78,19,2468,2128,387,209,1510,0,3,7,16,63,2,8,0,72,1750,378,0,2,1,7,92,40,5,9,0,0,60,0,7,24,1,9,529,0,46,,,,,,,,,,,,,,,,,,,,,37762403.00,100,3,3,-9,3,42097743.00,42,0,0,13,22,23,0,50,2316,66,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,59,,0,44,35,42,,75164,94424,73222,65969,59943,,,410,152,27,45902,45902,42248,42248,28233,29048,-2,-2,-2,-2,-2,-2
193399,1,2,1,2,2,22,1,0,1,0,0,30,1,1,0,0,0,2,1,0,1,0,1,1,1,1,1,0,0,1,2,-2,1,196,1,196,1,196,35,1,855,2,8720,2,1,0,0,1,0,2,1,1,1,1,1,1,0,2,27549,880,990,27549,880,990,27549,880,990,22902,21640,1262,35130,34250,880,22902,21640,1262,35130,34250,880,87,12,1,,,,1910,1702,436,126,1121,0,9,15,40,25,4,5,2,70,1589,113,0,9,0,0,100,33,2,49,0,0,56,0,5,39,0,0,210,0,16,,,,,,,,,,,,,,,,,,,,,39025627.00,88,5,6,-1,2,35074044.00,42,0,0,12,20,26,0,45,10299,68,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,62,,,29,38,41,,75071,95695,75792,68868,64430,,,304,126,27,46135,46135,50795,50795,22902,35130,-2,-2,-2,-2,-2,-2
193478,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,50,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4868,380,203,4868,380,203,9736,380,406,4854,4534,320,5248,4868,380,9388,9068,320,10116,9736,380,99,0,0,,,,20374,20374,4046,1182,12976,0,7,22,26,37,1,4,1,51,11832,8542,0,7,3,13,84,73,6,1,0,0,0,0,18,62,0,20,26,0,20,228405452.00,,21,21,28,21,0,0,8,230121598.00,62,0,0,6,10,22,0,79,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,62,,57,44,57,34,0,,,,,,,,,91436,112400,92317,81973,63436,60641,45130,1483,754,163,,,24398,29266,4854,5248,-2,-2,-2,-2,-2,-2
193584,1,2,1,2,2,21,1,0,1,0,0,-2,1,0,0,1,0,2,1,0,1,0,1,1,0,1,1,1,0,1,2,-2,1,172,2,-2,1,172,45,1,1265,2,,2,1,0,1,1,0,1,1,1,1,1,1,1,0,2,31024,1400,740,31024,1400,740,31024,1400,740,31745,30120,1625,32649,31024,1625,31745,30120,1625,32649,31024,1625,86,13,1,0,92,8,2883,2159,517,142,1466,0,3,7,5,77,2,4,2,72,2045,114,0,3,0,21,79,56,4,40,0,0,43,0,2,46,0,9,677,0,0,,,,,,,,,,,,,,,,,,,,,59534227.00,94,3,5,-5,3,63897380.00,52,0,3,10,17,18,0,56,21164,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,56,,18,48,42,47,,74661,87398,73255,63622,,,,529,266,10,48299,48299,48299,48299,31745,32649,-2,-2,-2,-2,-2,-2
193645,1,2,1,2,2,21,1,0,1,0,0,-2,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,1,2,-2,1,115,2,-2,1,115,35,1,309,2,13208,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,33748,1212,1125,33748,1212,1125,33748,1212,1125,33600,32450,1150,34960,33748,1212,33600,32450,1150,34960,33748,1212,89,10,0,2,26,71,3590,2917,513,274,2109,0,3,39,15,7,1,33,0,88,2490,427,0,3,0,4,96,24,1,46,0,0,77,0,0,19,2,2,500,0,29,,,,,,,,,,,,,,,,,,,,,49839406.00,87,7,5,0,1,61420049.00,35,0,0,22,17,26,0,54,1726,-26,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,48,,,83,15,43,,59929,75692,61961,53426,50601,,,430,199,23,52768,52768,49560,49560,33600,34960,-2,-2,-2,-2,-2,-2
193654,1,2,1,2,2,16,1,0,1,1,1,-2,1,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,50,1,1979,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,44555,980,1427,44555,980,1427,44555,980,1427,43813,42783,1030,45440,44460,980,43813,42783,1030,45440,44460,980,15,50,29,3,82,15,10301,7106,1613,642,4752,0,9,5,12,33,4,5,32,74,6201,905,0,9,2,10,88,19,2,69,0,1,37,19,5,22,1,17,693,0,10,,,,,,,,,,,,,,,,,,,,,314314000.00,86,2,11,-3,5,328748000.00,41,5,0,23,8,22,0,61,34395,50,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,61,31,,48,52,33,0,97998,135925,100910,80438,65147,42222,46366,2006,1032,65,67459,67459,62039,62039,43813,45440,-2,-2,-2,-2,-2,-2
193900,1,2,1,2,2,15,1,1,1,1,0,-2,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,0,1,2,-2,1,200,1,115,1,200,70,1,13114,1,,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,46590,2472,1373,46590,2472,1373,46590,2472,1373,47750,45278,2472,49062,46590,2472,47750,45278,2472,49062,46590,2472,28,56,17,2,93,5,50550,26135,6133,790,18793,0,20,6,13,32,4,7,18,57,24888,1247,0,20,0,2,98,68,5,22,0,0,36,11,16,24,2,12,1025,1,3,,,,,,,,,,,,,,,,,,,,,5148296720.00,32,7,16,2,42,5039883000.00,30,20,0,2,3,11,36,61,73147,45,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,33,0,32,39,34,70,120958,193726,112825,98183,150000,55778,88217,18915,6880,1015,69710,69710,69710,69710,47750,49062,-2,-2,-2,-2,-2,-2
193946,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4080,438,170,4080,438,170,10200,438,425,4370,3960,410,4518,4080,438,10310,9900,410,10638,10200,438,99,0,1,21,57,22,5893,5893,1151,494,2736,1,1,11,4,79,2,1,0,58,3418,2475,0,1,4,18,78,86,4,9,0,0,66,0,8,16,3,6,256,0,0,57014693.00,,20,22,16,29,0,0,13,61815702.00,51,0,1,8,13,17,12,65,11,2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,44,,48,39,41,32,0,,,,,,,,,68690,81801,67531,57008,44340,,,422,186,69,,,18091,24211,4370,4518,-2,-2,-2,-2,-2,-2
193973,1,2,1,2,2,21,1,0,1,0,0,30,1,1,1,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,2,-2,1,118,1,118,1,118,0,1,1446,2,12700,2,1,0,0,1,1,1,1,1,1,1,1,1,0,2,29500,1450,985,29500,1450,985,29500,1450,985,29900,28500,1400,30950,29500,1450,29900,28500,1400,30950,29500,1450,86,9,5,2,87,11,4017,3136,625,197,2223,1,1,5,4,70,2,3,13,62,2950,186,0,1,1,17,82,25,1,70,0,4,45,0,15,34,0,6,330,0,0,,,,,,,,,,,,,,,,,,,,,56107364.00,87,4,17,-10,2,67817842.00,41,0,2,13,18,23,4,51,22885,76,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,61,,21,44,37,29,0,76826,94894,75514,68267,49201,,58302,600,235,14,46150,46150,46150,46150,29900,30950,-2,-2,-2,-2,-2,-2
194028,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,2,-2,2,-2,2,-2,2,-2,0,1,96,2,9950,2,1,0,0,1,0,1,0,1,1,0,0,0,0,1,4600,951,192,4600,951,192,10850,951,453,5303,4426,877,5551,4600,951,11453,10576,877,11801,10850,951,93,5,2,47,36,17,1931,1931,272,74,528,2,1,2,1,84,3,6,1,64,806,1125,0,1,1,12,88,0,8,0,0,92,67,33,0,0,0,0,199,0,0,15062257.00,,19,26,21,33,1,0,0,15091474.00,31,0,0,7,15,30,18,61,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,64,,,48,56,34,0,,,,,,,,,39806,51913,54034,43445,32724,,,128,62,24,19001,25251,19001,25251,5303,5551,-2,-2,-2,-2,-2,-2
194091,1,2,1,2,2,21,1,1,1,1,1,-2,1,1,0,1,0,2,1,1,1,0,1,1,1,1,1,1,0,1,2,-2,1,151,1,327,1,151,50,1,635,1,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,33920,1240,1150,33920,1240,1150,33920,1240,1150,33480,32300,1180,35160,33920,1240,33480,32300,1180,35160,33920,1240,75,15,9,1,86,13,7628,3575,713,285,2539,0,17,8,15,23,3,19,15,36,3172,403,0,16,1,35,64,47,3,37,0,0,44,15,6,31,0,4,682,1,13,,,,,,,,,,,,,,,,,,,,,247819431.00,93,1,1,1,4,230398635.00,47,5,0,7,12,28,0,57,14524,48,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,55,41,41,41,44,30,,103534,125763,98577,88618,72498,,,1298,511,52,54782,54782,56274,56274,33480,35160,-2,-2,-2,-2,-2,-2
194116,1,2,1,2,2,56,1,0,1,1,0,-2,1,0,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,60,1,18,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,27450,750,915,27450,750,915,27450,750,915,22710,21960,750,22710,21960,750,22710,21960,750,22710,21960,750,53,41,6,0,39,60,545,362,17,56,232,0,3,3,14,56,1,8,15,90,113,249,0,3,16,23,61,8,0,92,0,0,50,22,3,9,0,16,969,0,0,,,,,,,,,,,,,,,,,,,,,12931955.00,93,0,8,-2,0,14368144.00,52,0,0,14,11,24,0,51,12203,88,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,41,,,22,23,46,,,,,,,,,85,34,5,49010,49010,49010,49010,22710,22710,-2,-2,-2,-2,-2,-2
194161,1,2,1,2,2,22,1,0,1,0,0,34,1,0,0,1,0,2,1,1,1,0,0,1,1,1,1,1,0,1,2,-2,1,323,1,323,1,323,25,1,874,1,9200,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,24500,350,1020,24500,350,1020,24500,350,1020,24300,24000,300,24850,24500,350,24300,24000,300,24850,24500,350,53,43,4,,,,2502,1451,231,203,1005,1,8,30,32,20,2,3,6,62,1179,272,0,7,4,39,57,36,2,55,0,0,62,16,4,16,1,0,362,0,7,,,,,,,,,,,,,,,,,,,,,32009715.00,88,2,8,0,2,40686099.00,51,0,0,8,26,15,0,54,5631,16,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,53,,,31,44,34,,60955,66797,61248,54560,,49033,,295,148,33,39580,39580,41140,41140,24300,24850,-2,-2,-2,-2,-2,-2
194189,1,2,1,2,2,51,1,0,1,0,0,-2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,,1,150,1,5600,1,1,0,0,1,0,2,1,1,0,0,0,0,0,1,10400,100,,10400,100,,10400,100,,10000,9900,100,10500,10400,100,10000,9900,100,10500,10400,100,0,67,33,,,,89,89,3,0,86,0,0,0,0,92,0,0,8,0,89,0,0,0,0,0,100,100,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,3792913.00,47,0,52,0,0,3377243.00,47,0,0,2,24,26,0,50,,93,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,48,,,0,18,36,0,33701,,,,33701,,,14,5,0,20100,20100,,,10000,10500,-2,-2,-2,-2,-2,-2
